1178206,MasterCard,3614182292652700,26-Feb,166 Pearson Drive,Montreal,Quebec,H4G 4I4
2644483,Visa,9593281095260650,22-Oct,08795 Clove Park,Montreal,Quebec,H7Z 1T1
1809547,MasterCard,1546305086446370,25-Jul,7 Valley Edge Circle,Montreal,Quebec,H2U 1C7
7031476,Visa,803532436606426,20-Oct,4422 Forest Dale Lane,Montreal,Quebec,H5R 3S8
7394689,Amex,1307794906067130,19-Sep,71 Pepper Wood Place,Montreal,Quebec,H1P 2Y8
6050870,Visa,4647671367119140,25-Aug,53 Hagan Terrace,Montreal,Quebec,H2L 7H2
7332135,MasterCard,5971877561234930,23-Oct,3945 Washington Court,Montreal,Quebec,H9F 0U4
7753221,Amex,733420094492200,25-Jun,26179 Mccormick Plaza,Montreal,Quebec,H7G 6R8
5642078,MasterCard,4022260200691440,21-Dec,2 Sommers Parkway,Laval,Quebec,H6T 0S6
9542239,Visa,3190847355609230,18-Mar,927 Johnson Park,Montreal,Quebec,H5W 5F6
3026137,Visa,6997935408880300,21-Dec,128 Northridge Circle,Laval,Quebec,H7R 3M4
7737222,Amex,8919141153752370,26-Oct,28 Sunnyside Drive,Montreal,Quebec,H1W 7K8
8803606,Visa,6933849164073080,17-Sep,73717 Hovde Point,Laval,Quebec,H5V 6P4
8425484,Amex,8782388816451570,25-Dec,5 Nova Avenue,Montreal,Quebec,H5V 5J4
3689390,Visa,2635914486666520,23-Jun,7346 Little Fleur Plaza,Montreal,Quebec,H1U 4N5
7993768,MasterCard,807101536763119,25-Oct,1 Briar Crest Alley,Montreal,Quebec,H3D 5U3
1998178,Visa,9650795226347870,22-Jan,9 Oak Valley Trail,Montreal,Quebec,H7L 4Q5
5050734,MasterCard,6618268295404770,26-Jul,77 American Trail,Montreal,Quebec,H9P 0Y6
1220119,MasterCard,9131792517723140,23-Oct,929 Hoepker Drive,Montreal,Quebec,H6C 3B4
7898935,MasterCard,1337169840005280,17-May,5 Mitchell Way,Montreal,Quebec,H0K 1R0
2968249,MasterCard,3866592563195040,19-Nov,176 Coleman Terrace,Montreal,Quebec,H5Y 4X0
2729817,MasterCard,473074763904122,23-Aug,08660 Linden Road,Montreal,Quebec,H8R 5W5
5195408,Amex,7980289832877600,20-Mar,402 Comanche Crossing,Montreal,Quebec,H4C 3J0
4424001,MasterCard,9627242918175860,23-Feb,203 Rowland Road,Montreal,Quebec,H2J 8T5
5815983,Visa,9109836611982840,21-Jul,5 Dexter Way,Laval,Quebec,H9Z 3D1
2367830,MasterCard,6148200431101770,25-Oct,0 Rockefeller Way,Laval,Quebec,H2G 9F5
4769921,Amex,3954260451209450,18-Jun,5978 Anderson Place,Montreal,Quebec,H0B 9Y2
9398629,Amex,8714415108069430,18-Feb,56 Briar Crest Lane,Montreal,Quebec,H6B 7J7
5335659,Visa,2989288358086800,18-Feb,2 Green Terrace,Montreal,Quebec,H1O 9I0
2525964,MasterCard,105101308606109,26-May,0551 Warrior Lane,Montreal,Quebec,H2R 5B8
6241249,Visa,161875171418779,23-May,95013 Boyd Street,Montreal,Quebec,H1O 5L3
1882510,Visa,8846354794005220,20-Jan,65395 Hoepker Center,Montreal,Quebec,H0K 3D5
9634866,MasterCard,7867403078248390,26-Aug,983 Summerview Center,Laval,Quebec,H8Z 1U4
7459781,Visa,8157977774776710,22-Apr,7841 Melvin Crossing,Montreal,Quebec,H0U 6W1
1531727,Visa,9275315602619370,24-Jun,97551 Del Mar Place,Montreal,Quebec,H7U 6G2
7869390,MasterCard,7846082615983420,18-Jun,8217 Donald Avenue,Montreal,Quebec,H5B 2X3
8755081,MasterCard,4013113026936610,20-Jan,23112 John Wall Point,Laval,Quebec,H5O 1L7
3861518,MasterCard,4302761150060510,22-Nov,0176 Express Center,Montreal,Quebec,H4L 9X0
7800058,MasterCard,6348724339699910,25-Dec,382 Lukken Lane,Montreal,Quebec,H5N 8N2
3631526,MasterCard,4011500030861930,19-Dec,8608 Porter Junction,Montreal,Quebec,H7D 6N2
7870438,MasterCard,4019753225404210,17-May,4 Drewry Point,Montreal,Quebec,H5T 3I2
1294421,MasterCard,6208787606404890,22-Apr,221 Grasskamp Parkway,Montreal,Quebec,H2N 8G2
3005470,MasterCard,8935967163455910,21-Aug,12973 Donald Road,Laval,Quebec,H5F 1D4
1233906,MasterCard,1626331459294300,26-Aug,96 West Park,Montreal,Quebec,H9O 4X8
9355453,MasterCard,7056302267273380,22-Apr,3 Jana Parkway,Montreal,Quebec,H6O 8F9
5068246,MasterCard,660132664160399,22-Jul,783 Brentwood Road,Montreal,Quebec,H1R 3A7
3029167,Visa,8972701230920250,24-Mar,7726 Boyd Alley,Montreal,Quebec,H5O 3W1
1268555,MasterCard,1315820842524830,21-May,5 Mandrake Place,Montreal,Quebec,H7N 0Y8
7042268,MasterCard,3202685560340290,25-Apr,99868 Jenna Way,Montreal,Quebec,H0Y 1Q6
2137455,Amex,5285564727396630,24-Jul,05 Maryland Alley,Montreal,Quebec,H8S 8S4
8088578,Visa,7324940032269940,22-Aug,50 East Crossing,Montreal,Quebec,H6E 0D9
4743895,MasterCard,5787864461658560,25-Feb,6 Eggendart Hill,Laval,Quebec,H1P 8V8
6118849,Visa,4102011029100850,18-Jul,6824 Rutledge Center,Montreal,Quebec,H3F 2F3
4842371,MasterCard,4088841246212050,22-Mar,838 Paget Park,Montreal,Quebec,H7C 3G9
6322862,MasterCard,7312200346227590,26-Oct,14 Homewood Terrace,Laval,Quebec,H4O 2W7
7603733,MasterCard,3395810129028670,25-Oct,60 Sundown Crossing,Laval,Quebec,H5F 8C6
3025753,Visa,5196164811560240,19-Oct,106 Mariners Cove Point,Montreal,Quebec,H8R 8W7
7377628,Visa,3395504904760570,20-Jul,3325 Atwood Place,Montreal,Quebec,H4U 3N9
4507289,MasterCard,6404246272005480,17-Oct,234 Hovde Junction,Laval,Quebec,H9K 0D2
1995520,MasterCard,7277321586890750,20-Dec,1 North Road,Montreal,Quebec,H9U 3L1
7994359,Amex,1945901435395580,21-May,06 Warbler Point,Laval,Quebec,H3G 8Q3
3463143,MasterCard,9515265610156130,20-Jan,95533 Golf Terrace,Montreal,Quebec,H4G 9A4
8864958,MasterCard,2810727902053750,17-Dec,15 Hoard Center,Montreal,Quebec,H3S 3S0
6796254,Amex,2906770571758790,19-Mar,0755 Upham Crossing,Montreal,Quebec,H6Z 8Z5
6027023,Visa,6786628716499020,25-Oct,41 Ronald Regan Junction,Montreal,Quebec,H0N 4R7
8324469,Amex,5984071706547040,25-Mar,5558 Corry Point,Laval,Quebec,H3A 9L9
4911909,Visa,1752814875526750,19-Mar,0 Bonner Avenue,Laval,Quebec,H5O 2B0
1756541,MasterCard,908881038600998,17-Jun,639 Nevada Hill,Montreal,Quebec,H1K 9F9
6140674,Visa,6723154504257310,18-Jul,0500 Troy Drive,Montreal,Quebec,H1Y 0H2
6216461,Visa,7428277514244350,22-Aug,5 Straubel Junction,Laval,Quebec,H9Z 9H2
6738010,MasterCard,6984473587531430,24-Jun,58676 Johnson Junction,Montreal,Quebec,H6B 8A5
7303481,Amex,1161754564120720,26-Oct,562 Continental Drive,Montreal,Quebec,H6P 3R7
3065857,Visa,621556505900919,23-Aug,941 Homewood Pass,Montreal,Quebec,H9K 2F5
5705954,Visa,1716316278249530,26-Dec,3 Stoughton Parkway,Laval,Quebec,H0T 3P9
1051796,MasterCard,1127304490119390,20-Apr,206 Hallows Junction,Montreal,Quebec,H9V 6S9
1717892,MasterCard,2422122808177650,22-May,390 Beilfuss Circle,Laval,Quebec,H3A 7O7
5401214,MasterCard,1412821530721080,23-Jul,191 Reinke Park,Montreal,Quebec,H4Q 0T1
2208821,MasterCard,977735805112805,20-Feb,49847 Vernon Plaza,Montreal,Quebec,H3R 1W1
5211939,MasterCard,195941372547400,23-Dec,73910 Meadow Ridge Drive,Montreal,Quebec,H4R 2P4
9568764,MasterCard,1627686568405210,26-Jan,613 Butterfield Place,Laval,Quebec,H0F 6U2
7701893,Visa,6325680714612800,25-Nov,6061 Crowley Way,Montreal,Quebec,H4M 6V4
5958264,Visa,4347505342020200,25-Oct,3 Sachs Point,Montreal,Quebec,H6Y 8W6
1494196,Visa,2120595601066590,19-Jan,0244 Blackbird Alley,Montreal,Quebec,H3G 1I9
8098078,Visa,8105243127651420,21-Feb,024 Darwin Park,Montreal,Quebec,H8H 3E1
8550085,MasterCard,712924978724720,20-Nov,53432 Novick Plaza,Montreal,Quebec,H7Z 9E7
6357014,MasterCard,2464148708465310,23-Jan,9 Macpherson Court,Montreal,Quebec,H1O 0W0
1810215,Visa,8211114169353160,20-Jun,70 Oxford Lane,Montreal,Quebec,H1V 1J7
2743108,Amex,389570338170943,19-Mar,8336 Fuller Lane,Montreal,Quebec,H7G 6B1
4820975,Amex,9211425555844840,18-Mar,7196 American Plaza,Montreal,Quebec,H0Q 7K6
5393365,MasterCard,6370217448351640,24-Dec,474 Evergreen Circle,Montreal,Quebec,H5X 5H4
9066630,Visa,8490476836621980,21-Dec,114 Valley Edge Lane,Montreal,Quebec,H9R 4S2
6082626,MasterCard,7391505856177090,21-Nov,08479 Stang Street,Laval,Quebec,H4A 4P3
9728861,Amex,1912316980344490,22-Oct,10 Talisman Circle,Laval,Quebec,H1O 7F4
4819712,Visa,8762839653462020,21-Mar,257 Comanche Park,Montreal,Quebec,H9H 0M9
3267536,Visa,873635938685597,17-Aug,80197 Miller Pass,Montreal,Quebec,H6D 5J9
4816470,Amex,7937305424321500,18-Aug,5 Fordem Street,Montreal,Quebec,H1B 6G0
7131879,MasterCard,4192057736338900,19-May,6 Lyons Point,Montreal,Quebec,H7F 8B2
2992281,MasterCard,3287740805550230,22-Jun,7 Starling Crossing,Montreal,Quebec,H5L 3S5
8512498,Visa,264055054276656,17-Apr,54 Spohn Crossing,Montreal,Quebec,H0L 9F7
1877999,Visa,8767390284647630,26-Jun,3 Superior Lane,Montreal,Quebec,H9T 5F0
2177190,MasterCard,7889313702421190,21-Jul,13 Clyde Gallagher Place,Montreal,Quebec,H4I 7V3
2678119,Visa,8723458513280320,19-Oct,18993 Riverside Parkway,Montreal,Quebec,H9P 4Y2
2048787,MasterCard,5302782404032490,26-Jun,3 La Follette Way,Montreal,Quebec,H4W 7H9
6669317,MasterCard,7265129794295650,17-Apr,684 Cherokee Center,Montreal,Quebec,H6N 3H2
8613882,Visa,5051229571556730,21-Apr,7588 Declaration Trail,Montreal,Quebec,H7E 5H7
3486003,Amex,5684576074595130,23-Jun,426 Ridge Oak Trail,Montreal,Quebec,H6T 7E8
4455705,Visa,5646279703606270,22-May,3 Pepper Wood Crossing,Montreal,Quebec,H8M 7L9
1284141,Visa,3388716694994050,20-Dec,0 Melody Place,Montreal,Quebec,H2B 5K9
1980666,MasterCard,4026227349853960,19-Oct,218 Morrow Hill,Laval,Quebec,H4O 3S1
5028208,Visa,1164720293316360,23-Aug,1 Fordem Drive,Montreal,Quebec,H0W 9S9
7631050,MasterCard,9401650383002450,21-Feb,6 Canary Circle,Montreal,Quebec,H4A 1R5
2636510,Visa,4609228264002630,17-Aug,37360 Del Sol Crossing,Montreal,Quebec,H4T 4J0
3432102,MasterCard,4794617889777540,20-Jan,910 Mcbride Lane,Laval,Quebec,H7B 0B0
6462232,MasterCard,4697426311787040,21-Jun,5 Fair Oaks Place,Laval,Quebec,H8V 1Q8
4285275,MasterCard,8822861408094840,19-Mar,6 Forest Run Junction,Montreal,Quebec,H5P 3V8
4278502,MasterCard,9121053114405820,18-May,4 Dunning Parkway,Laval,Quebec,H6A 3U7
7002714,MasterCard,5144494380481890,25-Sep,8 Helena Road,Montreal,Quebec,H4N 8Z7
6863675,MasterCard,5848468967614660,25-Jul,12 Gale Lane,Montreal,Quebec,H6F 7G0
8406585,MasterCard,1641803251695580,26-Jul,55139 Shasta Center,Montreal,Quebec,H4D 2G6
1804654,Visa,5109166591649510,18-Nov,564 Calypso Alley,Montreal,Quebec,H1J 3I6
4955898,Visa,3678908521713010,22-Jul,6992 Di Loreto Circle,Laval,Quebec,H4U 0U5
7087975,Amex,4200133859497560,24-Aug,381 Gateway Terrace,Montreal,Quebec,H3X 9Q9
7053108,Visa,8110025954656520,25-Nov,988 Chive Trail,Montreal,Quebec,H2V 2Q8
9947968,Visa,6255012561268820,19-Sep,224 Hansons Street,Laval,Quebec,H3X 8N3
2907807,MasterCard,8922502828077830,20-Jan,42652 Kropf Lane,Laval,Quebec,H9X 8H0
9061303,Visa,2838648031005120,18-Jul,7 Badeau Terrace,Montreal,Quebec,H9B 7B4
3757958,MasterCard,1367323600800220,22-Mar,7 Debra Center,Montreal,Quebec,H5G 9Q2
6105532,MasterCard,4893434290132570,21-Aug,60 Dahle Lane,Montreal,Quebec,H2F 5R4
4494794,MasterCard,1879072379610700,22-Aug,7814 Haas Avenue,Laval,Quebec,H2Z 6P4
8568278,MasterCard,2088448826485430,20-Oct,6 Schurz Parkway,Montreal,Quebec,H9Q 7Q6
3259458,MasterCard,1012760282421250,22-May,07 Acker Lane,Montreal,Quebec,H7U 0A2
3325760,MasterCard,7037790460137900,21-Oct,393 Badeau Point,Montreal,Quebec,H1E 7C6
4124619,MasterCard,442286304549272,18-Jan,140 Nelson Road,Montreal,Quebec,H7Z 2O5
5776851,Visa,6728318182162470,19-May,32 Elka Park,Montreal,Quebec,H0O 0C4
8869886,MasterCard,6307221280828480,24-Mar,16 Dorton Parkway,Montreal,Quebec,H8S 0D9
8815747,Amex,252016583839559,19-Jul,74 Morning Pass,Montreal,Quebec,H3B 5O8
9188247,Amex,6953091377097730,26-Oct,10006 Sommers Hill,Montreal,Quebec,H5C 0O0
6859643,Visa,4911149035996040,18-Jul,815 Coleman Avenue,Montreal,Quebec,H5Z 3W6
3333978,Visa,8302005192785660,20-Aug,597 Red Cloud Circle,Laval,Quebec,H5Z 2X7
1802157,Amex,6680149629834760,20-Jan,9 Starling Place,Laval,Quebec,H8N 6B2
6560950,MasterCard,5327670206757000,22-Jun,7894 Spenser Avenue,Laval,Quebec,H7U 4Z0
1503130,Visa,4838664901255410,26-Oct,66 6th Plaza,Montreal,Quebec,H4L 0F9
7544938,Amex,7936933785632980,25-May,83878 Hanson Pass,Montreal,Quebec,H6M 1Z0
4776342,Visa,4535465190071710,23-Apr,2411 Vernon Alley,Laval,Quebec,H7P 1S6
1857986,Visa,2489424432131280,21-Jul,91912 Susan Plaza,Montreal,Quebec,H9V 9K9
8371656,MasterCard,1843345145418370,19-Aug,428 Cordelia Alley,Montreal,Quebec,H1C 8I2
9782028,Visa,1773793904791820,26-Jul,72 Coleman Circle,Montreal,Quebec,H0E 4U0
6995212,Amex,5546369411743350,22-Oct,43 Thierer Circle,Laval,Quebec,H0X 6L5
1848373,MasterCard,3926676031696210,17-Sep,55947 Westerfield Terrace,Montreal,Quebec,H7Q 1C6
8714316,Visa,6167336431704910,23-Aug,5 Summer Ridge Circle,Montreal,Quebec,H8B 6A5
6646639,MasterCard,517987723137579,20-Oct,56149 Warbler Park,Montreal,Quebec,H9K 9N2
2753546,MasterCard,5383822607545300,23-Dec,41 Algoma Trail,Laval,Quebec,H7F 1X1
5408540,MasterCard,7497361430382500,24-Oct,6 Sunnyside Trail,Laval,Quebec,H0O 6S8
2351870,Visa,913572293883799,23-Aug,3 Mccormick Street,Montreal,Quebec,H3H 1Y5
8736776,Amex,9725148718660050,18-Nov,770 Stoughton Center,Montreal,Quebec,H9Z 0J5
2054679,Amex,9632029684330870,22-Mar,94773 Ilene Junction,Laval,Quebec,H3V 3U2
4377149,Visa,6147977990250720,24-Aug,54048 Aberg Lane,Montreal,Quebec,H0E 1S2
4552301,MasterCard,5097686713327420,20-Dec,3310 Linden Avenue,Montreal,Quebec,H6N 1U2
8843061,MasterCard,9445576347018190,23-Jun,618 Thierer Street,Laval,Quebec,H4D 9Y4
6336274,Visa,6713679189878520,17-Jun,9976 Victoria Plaza,Laval,Quebec,H8G 2H6
5768942,Visa,8504486745550960,23-Jul,57484 Melvin Pass,Montreal,Quebec,H7M 3M1
5147354,MasterCard,6132406580853710,25-Jan,0602 5th Road,Laval,Quebec,H8X 8P3
4537254,Visa,5976600266287980,21-Apr,10573 Springs Way,Montreal,Quebec,H4K 6F1
2335175,MasterCard,5958633690905730,25-Jan,61615 Raven Avenue,Montreal,Quebec,H1X 1F8
1865570,Amex,2676118311282570,18-Dec,36 Crest Line Plaza,Montreal,Quebec,H9N 5K2
1697782,Visa,2500262561453550,23-Sep,989 David Parkway,Montreal,Quebec,H4Y 6S9
3404300,Amex,1740806675427770,23-Jul,422 Nelson Place,Montreal,Quebec,H9U 7V6
8978183,Visa,1589131378992900,20-Feb,618 Fairfield Center,Montreal,Quebec,H6Y 5M8
8270195,MasterCard,6629237036791600,17-Dec,165 Cherokee Trail,Montreal,Quebec,H4P 3C2
4751887,Visa,2184733455136960,19-Mar,91 Vidon Lane,Montreal,Quebec,H9D 7F4
9171204,MasterCard,5321615219459490,26-Sep,36247 Spohn Trail,Montreal,Quebec,H4Q 8U7
7203191,Amex,5704354991814230,18-Sep,015 Colorado Junction,Laval,Quebec,H7T 6B1
6465725,Visa,8021327608578160,20-Jul,3300 Maryland Point,Laval,Quebec,H9A 1V6
5652392,Visa,7733458554017930,24-Aug,91 Fisk Drive,Laval,Quebec,H8Z 6M7
5689118,Visa,4933128516809840,20-Aug,5919 Pleasure Road,Montreal,Quebec,H0X 1C3
6462484,MasterCard,4895882262357750,26-Nov,59 Mallory Circle,Laval,Quebec,H1Y 1C1
9683765,MasterCard,3230952217698660,24-Apr,5051 Farragut Lane,Montreal,Quebec,H1B 0H0
3260721,Visa,4431407366561890,23-Jul,35435 Thackeray Junction,Laval,Quebec,H9P 5N1
1152462,Amex,3073131762831410,23-Feb,41611 Banding Parkway,Montreal,Quebec,H9X 3Z6
7075138,MasterCard,5891206168519420,25-Jan,98 Northland Place,Montreal,Quebec,H2P 8F0
7518146,Visa,7330038634753370,25-Dec,4 Caliangt Parkway,Montreal,Quebec,H8C 9A9
1040332,MasterCard,7727370024781970,20-Sep,61 Village Circle,Montreal,Quebec,H9O 1X6
1250105,MasterCard,8049288169414330,23-Mar,6 Darwin Place,Laval,Quebec,H7F 4G2
7367890,MasterCard,2483663842399380,26-Dec,75631 Onsgard Parkway,Montreal,Quebec,H9P 9S0
6024654,Amex,7936204211832100,26-Aug,044 Elgar Trail,Montreal,Quebec,H1J 9S9
6193250,Visa,2975483541144040,24-Jul,2 Vahlen Drive,Montreal,Quebec,H7V 0W1
9217071,Visa,3863089307342450,21-Dec,7 Redwing Way,Montreal,Quebec,H3F 8X8
1288379,Visa,926307504553590,17-Sep,06498 Starling Park,Montreal,Quebec,H6X 6W4
2567216,Visa,2897024060542510,18-May,35871 Orin Plaza,Montreal,Quebec,H1E 4G4
1629734,MasterCard,8211202190852850,20-May,884 Dovetail Hill,Montreal,Quebec,H8P 5T3
9329411,Visa,2172939009736800,20-Jan,55 Cherokee Lane,Montreal,Quebec,H8D 8V5
1117329,MasterCard,5520186666464430,21-Feb,24 Old Gate Parkway,Montreal,Quebec,H0A 8B1
5407367,MasterCard,2225433973808730,18-Apr,300 Mendota Junction,Montreal,Quebec,H9I 4M8
4175444,Amex,7434221157729890,19-Apr,3034 Loftsgordon Junction,Montreal,Quebec,H6N 0H6
4835018,MasterCard,1402099128829890,21-Apr,4547 Graedel Lane,Laval,Quebec,H8S 4Y1
6214837,Amex,4255063825534450,19-Sep,6 Canary Hill,Montreal,Quebec,H7B 4W0
4980432,MasterCard,743971521789638,25-Oct,41 Loftsgordon Parkway,Montreal,Quebec,H0I 8O2
9104176,MasterCard,9125604207360280,20-Aug,25275 Stoughton Terrace,Montreal,Quebec,H8Y 2B1
2026811,MasterCard,3651450966152540,20-Aug,93566 Ridge Oak Hill,Laval,Quebec,H1X 4Y6
5674122,Amex,967442742170536,25-Oct,36125 Lillian Place,Laval,Quebec,H0V 7Z9
5962804,Amex,5268574059346900,23-Sep,188 Northland Alley,Montreal,Quebec,H4P 5P2
5340249,MasterCard,8285993122423200,21-Apr,96037 Buena Vista Lane,Laval,Quebec,H9X 3M1
4829670,Visa,3266631976091000,17-Apr,5963 High Crossing Trail,Laval,Quebec,H6I 9S6
3966283,MasterCard,4236592418535340,24-May,49 Dennis Alley,Laval,Quebec,H3Z 9N3
8018379,MasterCard,9618865800635140,26-Apr,07 Park Meadow Way,Laval,Quebec,H8S 4H6
6100358,MasterCard,9999335354295280,21-Jun,68 Walton Plaza,Montreal,Quebec,H1P 8F7
2233072,MasterCard,8865472419361870,21-Oct,2945 2nd Center,Montreal,Quebec,H6A 2W4
6613183,MasterCard,9947117029561840,19-Mar,5390 1st Avenue,Montreal,Quebec,H7L 4Q4
3316971,MasterCard,6299986266167960,21-Jun,61186 Waubesa Terrace,Montreal,Quebec,H3P 5G7
6102349,MasterCard,2391829242822430,18-Jun,7 Loomis Lane,Montreal,Quebec,H7X 1K6
7919342,MasterCard,2770003860381520,21-Mar,25689 Crownhardt Point,Montreal,Quebec,H0C 5U1
9288511,Visa,4755622039981960,17-Jul,847 Spaight Road,Montreal,Quebec,H6S 4H4
2537992,MasterCard,5456690749697760,25-Aug,62881 Cody Lane,Laval,Quebec,H0K 4D0
6959001,MasterCard,9250931634439810,17-Aug,965 Service Plaza,Montreal,Quebec,H4P 5R2
5660685,Visa,8419502300043350,20-Jul,885 Iowa Avenue,Laval,Quebec,H7Y 2I1
9412129,MasterCard,8364412711343960,26-Nov,36 Dorton Crossing,Laval,Quebec,H9U 4Y7
1560812,MasterCard,58351266807852,22-Aug,296 Dapin Way,Montreal,Quebec,H0M 7M2
4908830,Visa,6473792937555590,17-Oct,527 Merry Center,Montreal,Quebec,H5P 2H0
7685941,Visa,7747938521488000,18-Jul,1 Clyde Gallagher Hill,Laval,Quebec,H7L 1R0
2797657,MasterCard,4101901374733910,25-Aug,88 Dorton Terrace,Montreal,Quebec,H5W 6X4
9332417,Amex,586734396917200,20-Jul,82 Mccormick Place,Laval,Quebec,H7Q 5U4
6668458,MasterCard,173877645992342,21-May,08602 Huxley Street,Montreal,Quebec,H6F 7W7
6617611,Visa,8833677750252140,27-Jan,9 Elmside Alley,Montreal,Quebec,H0T 1C2
9312714,Visa,5256420045317340,22-Jul,46505 Gina Terrace,Montreal,Quebec,H5S 5N5
7949959,Visa,4146357388576440,22-Mar,474 Sauthoff Street,Laval,Quebec,H7Q 0R5
9027050,Visa,8970633188929420,23-Nov,98 Prentice Court,Laval,Quebec,H0R 6V3
4606380,Visa,25978913105079,24-Aug,53 Lakewood Circle,Montreal,Quebec,H0L 7W2
8225023,Visa,3262026618185520,18-Jun,8780 Melby Pass,Montreal,Quebec,H0L 2Z3
5503485,MasterCard,2192855701282330,23-Jun,5 East Way,Montreal,Quebec,H1L 3V9
5104765,Amex,6960097623870820,23-Jun,09 Forest Dale Pass,Montreal,Quebec,H6I 2O1
8777144,Amex,8997035618333440,20-Sep,4531 Northview Plaza,Montreal,Quebec,H5A 1W8
8472753,Visa,4267435741258230,20-Oct,3586 Arkansas Plaza,Montreal,Quebec,H0I 7Y9
7688079,MasterCard,4853917512219470,22-Mar,257 Glendale Plaza,Montreal,Quebec,H1M 4N2
7307393,MasterCard,9724926951098260,18-May,4 Rigney Pass,Montreal,Quebec,H4D 6F4
9846661,MasterCard,1773982616420740,19-Jul,3 Bluestem Way,Laval,Quebec,H8M 0V4
6495887,MasterCard,6993714840331420,24-Apr,24754 Michigan Point,Montreal,Quebec,H4S 3W2
7741179,Visa,4693175111186830,24-Jun,08 Nelson Alley,Montreal,Quebec,H0C 2G2
4735614,MasterCard,4599153250199340,18-May,64 Esker Terrace,Montreal,Quebec,H3C 5O2
6488055,Visa,7759071177632440,17-Oct,4 Vermont Pass,Laval,Quebec,H9T 5D9
2015424,MasterCard,1579915237551730,24-Jun,43104 Donald Court,Montreal,Quebec,H1C 0L6
2394606,Visa,4957508055253100,25-Sep,3774 Debs Center,Laval,Quebec,H2Z 3D2
4993186,MasterCard,3878438856297070,21-Feb,135 Oriole Trail,Montreal,Quebec,H8P 0H1
8858391,Visa,1515546149881900,25-Apr,5 Sullivan Lane,Montreal,Quebec,H9J 1K4
7391377,MasterCard,9963812461679140,21-Mar,9 Gulseth Trail,Montreal,Quebec,H4L 5J1
2301835,MasterCard,4079791041915120,23-Feb,734 Riverside Plaza,Laval,Quebec,H9Q 5C4
4580969,Visa,7321999050835770,24-Apr,342 Morning Center,Montreal,Quebec,H7T 7K6
5808542,Visa,6341439792630760,20-Jul,22 Elgar Court,Montreal,Quebec,H6G 8V6
4404819,Amex,7459759844343990,22-Oct,1337 Rigney Avenue,Montreal,Quebec,H0T 5Z1
4133633,MasterCard,446096115133217,18-Jun,1 Meadow Valley Hill,Montreal,Quebec,H1N 4N3
2267077,Visa,1941754683449490,20-Feb,99077 Sutherland Drive,Laval,Quebec,H1Y 4F2
9444151,MasterCard,9021046688554670,17-Apr,6773 Twin Pines Pass,Montreal,Quebec,H0U 1T2
2968884,Amex,2732285102359470,22-Jul,54951 Buhler Avenue,Montreal,Quebec,H6A 5P4
